id,nose_y,nose_x,left_eye_y,left_eye_x,right_eye_y,right_eye_x,left_ear_y,left_ear_x,right_ear_y,right_ear_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,posture,forward_head_p,leaning_p,normal_p,time_9
1,0.21500526368618,0.503805100917816,0.171330079436302,0.560871124267578,0.171170473098755,0.446606785058975,0.264968812465668,0.625795781612396,0.26956108212471,0.355860352516174,0.594255864620209,0.807896673679352,0.576702535152435,0.20824109017849,0.725436866283417,0.891239047050476,0.724565804004669,0.081186406314373,0.715364515781403,0.880041599273682,0.717983841896057,0.0815415605902672,0.981625318527222,0.630739510059357,0.995533525943756,0.395881056785583,0.681159198284149,0.857740342617035,0.66124027967453,0.125861048698425,0.789638638496399,0.509155571460724,0.660806715488434,0.130999207496643,normal,0.135571002960205,0.264912694692612,0.599516272544861,2023-06-17T17:09:55Z+0900
2,0.218409046530724,0.507826566696167,0.176825404167175,0.562164843082428,0.173295930027962,0.452473759651184,0.264997571706772,0.627299726009369,0.265978664159775,0.366796284914017,0.588617563247681,0.809073150157928,0.568170249462128,0.216884404420853,0.721833765506744,0.896467328071594,0.718825101852417,0.083537332713604,0.711830735206604,0.882485866546631,0.717942893505096,0.106018334627151,0.979846239089966,0.611903667449951,0.994649291038513,0.396210342645645,0.700453996658325,0.866026103496552,0.63124144077301,0.166981428861618,0.98451167345047,0.848997950553894,0.649536073207855,0.223359644412994,leaning,0.155488669872284,0.505458176136017,0.339053094387054,2023-06-17T17:09:56Z+0900
3,0.227246701717377,0.506977498531342,0.186698526144028,0.563159584999084,0.178996309638023,0.449088305234909,0.282221764326096,0.625907182693481,0.275855660438538,0.360961139202118,0.604639708995819,0.811288058757782,0.58208817243576,0.189383491873741,0.656663417816162,0.849077165126801,0.975143909454346,0.0705870240926743,0.759088814258575,0.8983074426651,0.756053805351257,0.109116524457932,0.986443519592285,0.65323680639267,0.983189105987549,0.350682139396667,0.660717368125916,0.849472403526306,0.629074215888977,0.149895831942558,0.830739378929138,0.503770053386688,0.726922869682312,0.150754883885384,normal,0.211634397506714,0.203386917710304,0.584978759288788,2023-06-17T17:10:00Z+0900
4,0.223044529557228,0.502773404121399,0.183257833123207,0.56063711643219,0.179030016064644,0.443601489067078,0.282289296388626,0.624673187732697,0.284015268087387,0.350672602653503,0.60429859161377,0.810251176357269,0.601388156414032,0.172069445252419,0.777649223804474,0.899533808231354,0.787016630172729,0.0502589792013168,0.77596652507782,0.900913834571838,0.769224405288696,0.0890787169337273,0.984656751155853,0.670948207378387,0.98012387752533,0.332334011793137,0.658114552497864,0.849529445171356,0.646916329860687,0.137591183185577,0.848420321941376,0.523717641830444,0.728828549385071,0.108971431851387,normal,0.154802665114403,0.252005606889725,0.593191742897034,2023-06-17T17:10:01Z+0900
5,0.214006200432777,0.502326667308807,0.173199474811554,0.553453683853149,0.173950180411339,0.444804489612579,0.270948320627213,0.622228622436523,0.283110201358795,0.354246407747269,0.600688815116882,0.809636116027832,0.581983327865601,0.189055860042572,0.651993274688721,0.844900488853455,0.767630934715271,0.0562362633645535,0.75371789932251,0.898198127746582,0.750883817672729,0.0917666107416153,0.984175682067871,0.634205102920532,0.993100583553314,0.35341802239418,0.653378844261169,0.846414685249329,0.630151569843292,0.144330993294716,0.807186663150787,0.52675598859787,0.702249765396118,0.14872033894062,normal,0.156756490468979,0.261574566364288,0.58166891336441,2023-06-17T17:10:05Z+0900
6,0.207953289151192,0.504782974720001,0.174346551299095,0.560393393039703,0.172132238745689,0.446041882038116,0.270067036151886,0.623119115829468,0.279191792011261,0.356157839298248,0.593933522701263,0.807149767875671,0.580465376377106,0.19024433195591,0.654107630252838,0.849559903144836,0.763128578662872,0.0649060234427452,0.752251744270325,0.899840831756592,0.748788714408875,0.0941282734274864,0.984378278255463,0.65064549446106,0.993999242782593,0.373088538646698,0.65547913312912,0.847642779350281,0.630945682525635,0.148699924349785,0.809971809387207,0.54803204536438,0.700462162494659,0.174404218792915,normal,0.161369428038597,0.269898802042007,0.568731784820557,2023-06-17T17:10:06Z+0900
7,0.301826417446136,0.567726194858551,0.253721922636032,0.619384586811066,0.256679266691208,0.50441700220108,0.344540983438492,0.692994058132172,0.3615862429142,0.401524573564529,0.679089963436127,0.883800268173218,0.672749042510986,0.210517317056656,0.847248017787933,0.965165317058563,0.891043961048126,0.122385106980801,0.86668848991394,0.915792644023895,0.859171569347382,0.0266839526593685,0.971597611904144,0.73735523223877,0.911270081996918,0.294737935066223,0.847244381904602,0.883444249629974,0.704769670963287,0.164935886859894,1.01777410507202,0.603940069675446,0.87660014629364,0.253642499446869,normal,0.278399229049683,0.336817771196365,0.384782910346985,2023-06-17T08:42:59Z+0900
8,0.249170795083046,0.564938127994537,0.209982559084892,0.622015237808228,0.212208583950996,0.501183569431305,0.318239361047745,0.696400582790375,0.323032408952713,0.4053955078125,0.631309807300568,0.877800583839417,0.611596047878265,0.230975747108459,0.668778896331787,0.917593538761139,0.97725647687912,0.107693552970886,0.668292641639709,0.901891052722931,0.786811053752899,0.0315072722733021,0.863395869731903,0.780612587928772,0.997347056865692,0.376717418432236,0.669309318065643,0.921067476272583,0.645018756389618,0.174759402871132,0.814524531364441,0.611895442008972,0.667453587055206,0.20027069747448,normal,0.243693768978119,0.263394236564636,0.492911994457245,2023-06-17T08:42:59Z+0900
9,0.232289433479309,0.550364673137665,0.182604163885117,0.609874427318573,0.184108138084412,0.489201843738556,0.282742202281952,0.690597355365753,0.293817520141602,0.399372637271881,0.595488309860229,0.848772943019867,0.617031753063202,0.206445083022118,0.659967422485352,0.931096136569977,0.809471726417542,0.152170941233635,0.664142489433289,0.920607805252075,0.783507704734802,0.0216498896479607,0.864436745643616,0.71833348274231,0.870394170284271,0.347901970148087,0.649521350860596,0.932860553264618,0.663029789924622,0.156679213047028,0.805570662021637,0.618625581264496,0.765719175338745,0.304723352193832,normal,0.208239659667015,0.312814682722092,0.47894561290741,2023-06-17T08:43:03Z+0900
10,0.248141214251518,0.55589348077774,0.203123345971107,0.615030944347382,0.20442296564579,0.497496038675308,0.30076339840889,0.694636940956116,0.299417793750763,0.406035333871841,0.597753465175629,0.847157895565033,0.618970930576324,0.212737411260605,0.665343165397644,0.935346662998199,0.809776365756989,0.15760900080204,0.665795385837555,0.920442223548889,0.775789022445679,0.0264848712831736,0.866612732410431,0.717231512069702,0.873151004314423,0.349392652511597,0.694746255874634,0.959246277809143,0.654273808002472,0.173186004161835,0.81569916009903,0.553970217704773,0.769606530666351,0.261059820652008,normal,0.218858540058136,0.285972535610199,0.49516898393631,2023-06-17T08:43:04Z+0900
11,0.244717091321945,0.554715156555176,0.198365211486816,0.613652944564819,0.199082002043724,0.493896991014481,0.289266407489777,0.690936625003815,0.297782450914383,0.400695592164993,0.596462428569794,0.846769750118256,0.615397155284882,0.205177128314972,0.686035811901093,0.936151802539825,0.808135092258453,0.146650210022926,0.717861413955688,0.943095028400421,0.790527820587158,0.0203460436314344,0.866716742515564,0.717889487743378,0.868187665939331,0.327210605144501,0.694434821605682,0.946510434150696,0.658042371273041,0.155100077390671,0.812415480613708,0.574722528457642,0.767197489738464,0.281160175800323,normal,0.227000921964645,0.286281168460846,0.486717879772186,2023-06-17T08:43:08Z+0900
12,0.236093550920486,0.558158397674561,0.185749307274818,0.615284085273743,0.185135409235954,0.496297150850296,0.287199050188065,0.694638669490814,0.289814680814743,0.406729429960251,0.591306090354919,0.848553478717804,0.608514547348022,0.213549122214317,0.678466320037842,0.947414040565491,0.804146587848663,0.14474780857563,0.711354970932007,0.944940686225891,0.785943448543549,0.0243747364729643,0.866199135780334,0.70076847076416,0.861441314220428,0.330905169248581,0.781108260154724,0.88942939043045,0.647634208202362,0.169469699263573,0.793520331382751,0.63446182012558,0.783014953136444,0.304183185100555,normal,0.246483623981476,0.252667844295502,0.500848531723022,2023-06-17T08:43:09Z+0900
13,0.264434278011322,0.576363265514374,0.213093012571335,0.633008778095245,0.210390642285347,0.509177446365356,0.308063596487045,0.704777121543884,0.309574514627457,0.392897993326187,0.629386126995087,0.863528549671173,0.600067436695099,0.225280329585075,0.703047037124634,0.941287875175476,0.726607501506805,0.137738391757011,0.708751678466797,0.932316660881042,0.711278319358826,0.0430799536406994,0.312734216451645,0.474313944578171,0.719942092895508,0.224929317831993,0.711083829402924,0.927135586738586,0.667546391487122,0.14805680513382,0.700764417648315,0.922251164913177,0.683736860752106,0.132502779364586,normal,0.248056590557098,0.220051780343056,0.531891644001007,2023-06-17T08:43:13Z+0900
14,0.264832586050034,0.58545196056366,0.215162605047226,0.644442081451416,0.208737567067146,0.515355110168457,0.30745854973793,0.710422217845917,0.308249831199646,0.396489560604095,0.617049038410187,0.855893075466156,0.595495641231537,0.226047337055206,0.720871925354004,0.962283313274384,0.72410637140274,0.135479435324669,0.708785355091095,0.946988523006439,0.712168216705322,0.0413418114185333,0.316074877977371,0.485262513160706,0.701221704483032,0.224689587950706,0.726572096347809,0.916977107524872,0.665053427219391,0.153222471475601,0.866312742233276,0.621090352535248,0.720051169395447,0.26559054851532,forward_head,0.39620703458786,0.217227831482887,0.386565029621124,2023-06-17T08:43:14Z+0900
